Material Dump with Offsets
0x82D2E3F8   $default
0x82D6A678   hud_momentum_notification_blitzkrieg
0x82D6A6F8   progress_bar_fg_small
0x82D6A778   progress_bar_bg_small
0x82D6A7F8   mc/mtl_mp_bomb_target
0x82D6A878   mc/mtl_mp_bomb_target_d
0x82D6A8F8   mc/mtl_t5_weapon_briefcase_bomb_glass
0x82D6A978   mc/mtl_t5_weapon_briefcase_bomb
0x82D6A9F8   mc/mtl_t5_weapon_briefcase_bomb_liquid
0x82D6AA78   mc/mtl_t5_weapon_briefcase_bomb_liquid_b
0x82D6AAF8   hud_obit_case
0x82D6AB78   hud_icon_c4
0x82D6ABF8   mc/mtl_color_cube
0x82D6AC78   mc/mtl_weapon_bbetty_mine
0x82D6ACF8   mc/mtl_cobra_window_mp
0x82D6AD78   mc/mtl_cobra_mp_dark
0x82D6ADF8   mc/mtl_cobra_mp_light
0x82D6AE78   mc/mat_veh_helo_hind_body_mp
0x82D6AEF8   mc/mat_veh_helo_hind_glass_mp
0x82D6AF78   mc/mat_t5_veh_helo_hind_interior_mp
0x82D6AFF8   mc/mat_hind_glass_ext
0x82D6B078   mc/mat_veh_helo_hind_body
0x82D6B0F8   mc/mat_veh_helo_hind_body_mp_light
0x82D6B178   mc/mat_veh_helo_huey_body_mp_light
0x82D6B1F8   mc/mat_veh_helo_huey_int_lit
0x82D6B278   mc/mat_veh_helo_huey_glass_inner_mp
0x82D6B2F8   mc/mat_veh_helo_huey_int_512
0x82D6B378   mc/mat_veh_helo_huey_int_cargoarea_mp
0x82D6B3F8   mc/mat_veh_helo_huey_int_console
0x82D6B478   mc/mat_veh_helo_huey_int_nose
0x82D6B4F8   mc/mat_veh_helo_huey_int_door
0x82D6B578   mc/mat_veh_helo_huey_int_chair
0x82D6B5F8   mc/mat_veh_helo_huey_glass_opaque
0x82D6B678   mc/mtl_veh_huey_minigun_handle
0x82D6B6F8   mc/mtl_t5_weapon_sentry_gun
0x82D6B778   mc/mat_veh_helo_huey_decal
0x82D6B7F8   mc/mat_veh_helo_huey_body_mp
0x82D6B878   mc/mtl_hellfire_missile_alpha
0x82D6B8F8   mc/mtl_hellfire_missile
0x82D6B978   mc/mtl_mi24p_hind_desert
0x82D6B9F8   gfx_fxt_debris_fire_ember_cloud_01
0x82D6BA78   gfx_fxt_debris_fire_ember_cloud_02
0x82D6BAF8   mc/mat_veh_helo_huey_body
0x82D6BB78   gfx_fxt_veh_huey_prop_main
0x82D6BBF8   gfx_fxt_smk_trail_bg
0x82D6BC78   gfx_fxt_light_glow_eo10
0x82D6BCF8   gfx_fxt_smk_spiral
0x82D6BD78   gfx_fxt_debris_gib_grass
0x82D6BDF8   gfx_fxt_env_leaves
0x82D6BE78   gfx_fxt_env_water_wake_heli
0x82D6BEF8   gfx_fxt_debris_wind_ash_gr
0x82D6BF78   gfx_fxt_debris_heli_rotor_swirl
0x82D6BFF8   gfx_fxt_light_flare_halogen_eo20
0x82D6C078   gfx_fxt_veh_pby_prop3
0x82D6C0F8   mc/gfx_fxt_veh_huey_prop_hub_blur
0x82D6C178   mc/mtl_ch46e_body_khesanh
0x82D6C1F8   gfx_fxt_veh_seaknight_main_blade
0x82D6C278   gfx_fxt_veh_seaknight_prop_main
0x82D6C2F8   gfx_fxt_veh_hind_prop_main
0x82D6C378   hud_hind_cannon01
0x82D6C3F8   hud_hind_rocket
0x82D6C478   hud_hind_rocket_loading
0x82D6C4F8   hud_hind_rocket_loading_fill
0x82D6C578   hud_hind_rocket_border_small
0x82D6C5F8   hud_icon_m249saw_mounted
0x82D6C678   gfx_fxt_light_ray_spread_solid
0x82D6C6F8   mc/mtl_t5_veh_jet_u2_body
0x82D6C778   gfx_flamethrower_fire_add
0x82D6C7F8   gfx_fxt_light_hot
0x82D6C878   mc/mtl_t5_veh_air_b52_body
0x82D6C8F8   mc/mtl_veh_jet_f4_decals
0x82D6C978   mc/mtl_veh_jet_f4_body
0x82D6C9F8   mc/mtl_veh_jet_f4_cockpit_64
0x82D6CA78   mc/mtl_veh_jet_f4_glass
0x82D6CAF8   ac130_overlay_105mm
0x82D6CB78   ac130_overlay_grain
0x82D6CBF8   tow_filter_overlay
0x82D6CC78   mc/mtl_t5_veh_rcbomb_allies
0x82D6CCF8   gfx_fxt_fire_flame_base_01_z3
0x82D6CD78   mc/mtl_mp_supplydrop_ally
0x82D6CDF8   mc/mtl_mp_supplydrop_axis
0x82D6CE78   mc/mtl_mp_supplydrop_boobytrapped
0x82D6CEF8   mc/mtl_ch46e_glass_mp
0x82D6CF78   mc/mtl_ch46e_body_mp_dark
0x82D6CFF8   mc/mtl_ch46e_body_low
0x82D6D078   mc/global_metal_threadplate
0x82D6D0F8   mc/mtl_t5_weapon_scrambler_red
0x82D6D178   mc/mtl_t5_weapon_sentry_gun_red
0x82D6D1F8   mc/mtl_t5_weapon_camera_spike_red
0x82D6D278   mc/mtl_t5_weapon_scrambler_yellow
0x82D6D2F8   mc/mtl_t5_weapon_sentry_gun_yellow
0x82D6D378   mc/mtl_t5_weapon_camera_spike_yellow
0x82D6D3F8   mc/mtl_t5_weapon_sam_turret
0x82D6D478   mc/mtl_t5_weapon_sam_turret_red
0x82D6D4F8   mc/mtl_t5_weapon_sam_turret_yellow
0x82D6D578   terrain_scorch_default
0x82D6D5F8   terrain_scorch_mud
0x82D6D678   terrain_scorch_sand
0x82D6D6F8   terrain_scorch_grass
0x82D6D778   abbr_indicator
0x82D6D7F8   ammo_counter_beltbullet
0x82D6D878   ammo_counter_bullet
0x82D6D8F8   ammo_counter_riflebullet
0x82D6D978   ammo_counter_rocket
0x82D6D9F8   ammo_counter_shotgunshell
0x82D6DA78   ammo_counter_single
0x82D6DAF8   life_counter_alive
0x82D6DB78   life_counter_dead
0x82D6DBF8   black
0x82D6DC78   compass_acoustic_ping
0x82D6DCF8   compass_map_border
0x82D6DD78   compass_objpoint_airstrike
0x82D6DDF8   compass_objpoint_flak
0x82D6DE78   compass_objpoint_flak_busy
0x82D6DEF8   compass_objpoint_flak_friendly
0x82D6DF78   compass_objpoint_mortar
0x82D6DFF8   compass_objpoint_mortar_busy
0x82D6E078   compass_objpoint_mortar_friendly
0x82D6E0F8   compass_objpoint_napalmstrike
0x82D6E178   compass_overlay_map_blank
0x82D6E1F8   compass_radarline
0x82D6E278   compass_scrambler_large
0x82D6E2F8   compass_supply_drop_black
0x82D6E378   compass_supply_drop_green
0x82D6E3F8   compass_supply_drop_red
0x82D6E478   compass_turret_green
0x82D6E4F8   compass_turret_green_fire
0x82D6E578   compass_turret_red
0x82D6E5F8   compass_turret_red_fire
0x82D6E678   compass_sam_turret_green
0x82D6E6F8   compass_sam_turret_green_fire
0x82D6E778   compass_sam_turret_red
0x82D6E7F8   compass_sam_turret_red_fire
0x82D6E878   compass_waypoint_arrow_black
0x82D6E8F8   compass_waypoint_arrow_blue
0x82D6E978   compass_waypoint_arrow_green
0x82D6E9F8   compass_waypoint_arrow_red
0x82D6EA78   compass_waypoint_arrow_white
0x82D6EAF8   compass_waypoint_arrow_yellow
0x82D6EB78   compass_waypoint_bomb
0x82D6EBF8   compass_waypoint_capture
0x82D6EC78   compass_waypoint_capture_a
0x82D6ECF8   compass_waypoint_capture_b
0x82D6ED78   compass_waypoint_capture_c
0x82D6EDF8   compass_waypoint_capture_d
0x82D6EE78   compass_waypoint_capture_e
0x82D6EEF8   compass_waypoint_capture_f
0x82D6EF78   compass_waypoint_captureneutral
0x82D6EFF8   compass_waypoint_captureneutral_a
0x82D6F078   compass_waypoint_captureneutral_b
0x82D6F0F8   compass_waypoint_captureneutral_c
0x82D6F178   compass_waypoint_captureneutral_d
0x82D6F1F8   compass_waypoint_captureneutral_e
0x82D6F278   compass_waypoint_captureneutral_f
0x82D6F2F8   compass_waypoint_defend
0x82D6F378   compass_waypoint_defend_a
0x82D6F3F8   compass_waypoint_defend_b
0x82D6F478   compass_waypoint_defend_c
0x82D6F4F8   compass_waypoint_defend_d
0x82D6F578   compass_waypoint_defend_e
0x82D6F5F8   compass_waypoint_defend_f
0x82D6F678   compass_waypoint_defuse
0x82D6F6F8   compass_waypoint_defuse_a
0x82D6F778   compass_waypoint_defuse_b
0x82D6F7F8   compass_waypoint_kill
0x82D6F878   compass_waypoint_koth_captured
0x82D6F8F8   compass_waypoint_koth_contested
0x82D6F978   compass_waypoint_koth_neutral
0x82D6F9F8   compass_waypoint_taken_enemy
0x82D6FA78   compass_waypoint_taken_friendly
0x82D6FAF8   compass_waypoint_taken_neutral
0x82D6FB78   compass_waypoint_target
0x82D6FBF8   compass_waypoint_target_a
0x82D6FC78   compass_waypoint_target_b
0x82D6FCF8   compassping_decoyfiring
0x82D6FD78   compassping_dog
0x82D6FDF8   compassping_enemydirectional
0x82D6FE78   compassping_enemyfiring
0x82D6FEF8   compassping_enemyyelling
0x82D6FF78   compassping_enemysatellite
0x82D6FFF8   compassping_explosion
0x82D70078   compassping_firstplace
0x82D700F8   compassping_friendly_mp
0x82D70178   compassping_friendlyfiring_mp
0x82D701F8   compassping_friendlyyelling_mp
0x82D70278   compassping_grenade
0x82D702F8   compassping_squad_fire_mp
0x82D70378   compassping_squad_lead_fire_mp
0x82D703F8   compassping_squad_lead_mp
0x82D70478   compassping_squad_mp
0x82D704F8   compassping_squadyelling_lead_mp
0x82D70578   compassping_squadyelling_mp
0x82D705F8   compassping_player_missle
0x82D70678   vs_minimap_area_circle
0x82D706F8   vs_minimap_area_square
0x82D70778   watch_face
0x82D707F8   watch_second
0x82D70878   watch_minute
0x82D708F8   watch_hour
0x82D70978   damage_feedback
0x82D709F8   damage_feedback_j
0x82D70A78   extracam2d
0x82D70AF8   gfx_laser
0x82D70B78   gfx_laser_light
0x82D70BF8   gfx_red_tracer
0x82D70C78   gfx_green_tracer
0x82D70CF8   gfx_bullet
0x82D70D78   gradient_center
0x82D70DF8   gradient_fadein
0x82D70E78   headicon_dead
0x82D70EF8   headicon_tag_it
0x82D70F78   headicondisconnected
0x82D70FF8   headicontalkballoon
0x82D71078   headiconyouinkillcam
0x82D710F8   hint_friendly
0x82D71178   hint_health
0x82D711F8   hint_mantle
0x82D71278   hint_usable
0x82D712F8   hit_direction
0x82D71378   hud_ammo_refill
0x82D713F8   hud_anim_chinook
0x82D71478   hud_anim_cobra
0x82D714F8   hud_anim_hind
0x82D71578   hud_anim_huey
0x82D715F8   hud_border_dpad_end
0x82D71678   hud_bullets_sniper
0x82D716F8   hud_crossbow_explosive_icon
0x82D71778   hud_dpad_arrow
0x82D717F8   hud_dpad_eqip_count_backing
0x82D71878   hud_dpad_lines
0x82D718F8   hud_dpad_lines_fade
0x82D71978   hud_dpad_outer_frame_highlight_side
0x82D719F8   hud_faction_backing
0x82D71A78   hud_frame_bars
0x82D71AF8   hud_frame_bars_fade
0x82D71B78   hud_frame_black_back
0x82D71BF8   hud_frame_black_back_fade
0x82D71C78   hud_frame_white_back_fade
0x82D71CF8   hud_frame_faction_fade
0x82D71D78   hud_frame_faction_lines
0x82D71DF8   hud_frame_line
0x82D71E78   hud_grenadethrowback
0x82D71EF8   hud_medal_burst
0x82D71F78   hud_medal_burst_green
0x82D71FF8   hud_medal_burst_orange
0x82D72078   hud_medal_burst_red
0x82D720F8   hud_medal_burst_yellow
0x82D72178   hud_notification_ks_backing
0x82D721F8   hud_notification_medal_backing
0x82D72278   hud_objective_tank
0x82D722F8   hud_objective_rcbomb
0x82D72378   hud_offscreenobjectivepointer
0x82D723F8   hud_score_back
0x82D72478   hud_score_progress
0x82D724F8   hud_scorebar_green
0x82D72578   hud_scorebar_tip
0x82D725F8   hud_squad_symbol
0x82D72678   hud_status_connecting
0x82D726F8   hud_status_dead
0x82D72778   hud_willy_pete
0x82D727F8   hudcolorbar
0x82D72878   hudicon_marines_ctf_flag_carry
0x82D728F8   hudicon_nva_ctf_flag_carry
0x82D72978   hudicon_op40_ctf_flag_carry
0x82D729F8   hudicon_specops_ctf_flag_carry
0x82D72A78   hudicon_spetsnaz_ctf_flag_carry
0x82D72AF8   hudicon_tropas_ctf_flag_carry
0x82D72B78   hudicon_american_war
0x82D72BF8   hudicon_american_war_grey
0x82D72C78   hudicon_german_war
0x82D72CF8   hudicon_german_war_grey
0x82D72D78   hudicon_russian_war
0x82D72DF8   hudicon_russian_war_grey
0x82D72E78   hudscoreboardscroll_downarrow
0x82D72EF8   hudscoreboardscroll_downkey
0x82D72F78   hudscoreboardscroll_uparrow
0x82D72FF8   hudscoreboardscroll_upkey
0x82D73078   hudsoftline
0x82D730F8   hudsoftlineh
0x82D73178   killiconcrush
0x82D731F8   killicondied
0x82D73278   killiconfalling
0x82D732F8   killiconheadshot
0x82D73378   killiconimpact
0x82D733F8   killiconmelee
0x82D73478   killiconsuicide
0x82D734F8   lagometer
0x82D73578   line_vertical
0x82D735F8   map_mortar_selector
0x82D73678   map_napalm_selector
0x82D736F8   map_airstrike_selector
0x82D73778   menu_background_fade
0x82D737F8   menu_mp_lobby_bar_nem
0x82D73878   menu_mp_lobby_bar_party
0x82D738F8   menu_mp_lobby_frame_tab
0x82D73978   menu_mp_lobby_gamercard_shadow
0x82D739F8   menu_mp_sound_cables
0x82D73A78   menu_mp_sound_headphones
0x82D73AF8   menu_mp_sound_lines1
0x82D73B78   menu_mp_sound_lines2
0x82D73BF8   menu_mp_sound_speaker
0x82D73C78   menu_mp_sound_tv
0x82D73CF8   minimap_background
0x82D73D78   minimap_light_on
0x82D73DF8   mpflag_american
0x82D73E78   mpflag_russian
0x82D73EF8   mpflag_spectator
0x82D73F78   net_disconnect
0x82D73FF8   net_new_animation
0x82D74078   objective
0x82D740F8   objective_american
0x82D74178   objective_friendly
0x82D741F8   objective_friendly_chat
0x82D74278   objective_german
0x82D742F8   objective_marines
0x82D74378   objective_opfor
0x82D743F8   objectivea
0x82D74478   objectiveb
0x82D744F8   objpoint_default
0x82D74578   objpoint_star
0x82D745F8   generic_filter_infrared
0x82D74678   generic_filter_scope
0x82D746F8   generic_filter_stencil2argb
0x82D74778   generic_filter_model_outline
0x82D747F8   plantbomb
0x82D74878   progress_bar_bg
0x82D748F8   progress_bar_fg
0x82D74978   progress_bar_fg_sel
0x82D749F8   progress_bar_fill
0x82D74A78   Öø
0x82D74AF8   score_bar_allies
0x82D74B78   score_bar_bg
0x82D74BF8   scorebar_german
0x82D74C78   scorebar_nva
0x82D74CF8   scorebar_marines
0x82D74D78   scorebar_ussr
0x82D74DF8   stance_crouch
0x82D74E78   stance_flash
0x82D74EF8   stance_prone
0x82D74F78   stance_stand
0x82D74FF8   stance_swim
0x82D75078   waypoint_airstrike_green
0x82D750F8   waypoint_airstrike_red
0x82D75178   waypoint_airstrike_white
0x82D751F8   waypoint_arrow_black
0x82D75278   waypoint_arrow_blue
0x82D752F8   waypoint_arrow_capture
0x82D75378   waypoint_arrow_defend
0x82D753F8   waypoint_arrow_escort
0x82D75478   waypoint_arrow_green
0x82D754F8   waypoint_arrow_kill
0x82D75578   waypoint_arrow_red
0x82D755F8   waypoint_arrow_white
0x82D75678   waypoint_arrow_yellow
0x82D756F8   waypoint_bomb
0x82D75778   waypoint_bomb_enemy
0x82D757F8   waypoint_bomb_headicon
0x82D75878   waypoint_bombsquad
0x82D758F8   waypoint_capture
0x82D75978   waypoint_capture_a
0x82D759F8   waypoint_capture_b
0x82D75A78   waypoint_capture_c
0x82D75AF8   waypoint_capture_d
0x82D75B78   waypoint_capture_e
0x82D75BF8   waypoint_capture_f
0x82D75C78   waypoint_capture_x_green
0x82D75CF8   waypoint_capture_x_red
0x82D75D78   waypoint_capture_x_white
0x82D75DF8   waypoint_captureneutral
0x82D75E78   waypoint_captureneutral_a
0x82D75EF8   waypoint_captureneutral_b
0x82D75F78   waypoint_captureneutral_c
0x82D75FF8   waypoint_captureneutral_d
0x82D76078   waypoint_captureneutral_e
0x82D760F8   waypoint_captureneutral_f
0x82D76178   waypoint_defend
0x82D761F8   waypoint_defend_a
0x82D76278   waypoint_defend_b
0x82D762F8   waypoint_defend_c
0x82D76378   waypoint_defend_d
0x82D763F8   waypoint_defend_e
0x82D76478   waypoint_defend_f
0x82D764F8   waypoint_defend_headicon
0x82D76578   waypoint_defuse
0x82D765F8   waypoint_defuse_a
0x82D76678   waypoint_defuse_b
0x82D766F8   waypoint_escort
0x82D76778   waypoint_grab_red
0x82D767F8   waypoint_return_flag
0x82D76878   waypoint_waitfor_flag
0x82D768F8   waypoint_defend_flag
0x82D76978   waypoint_flag_capture
0x82D769F8   waypoint_flag_german
0x82D76A78   waypoint_flag_grab
0x82D76AF8   waypoint_flag_japanese
0x82D76B78   waypoint_flag_x_german
0x82D76BF8   waypoint_flag_x_japanese
0x82D76C78   waypoint_flag_yellow
0x82D76CF8   waypoint_kill
0x82D76D78   waypoint_koth_captured
0x82D76DF8   waypoint_koth_contested
0x82D76E78   waypoint_koth_neutral
0x82D76EF8   waypoint_objpoint
0x82D76F78   waypoint_recon_artillery_strike
0x82D76FF8   waypoint_return
0x82D77078   waypoint_second_chance
0x82D770F8   waypoint_target
0x82D77178   waypoint_target_a
0x82D771F8   waypoint_target_b
0x82D77278   waypoint_targetneutral
0x82D772F8   waypoint_x_green
0x82D77378   waypoint_x_red
0x82D773F8   waypoint_x_white
0x82D77478   white_additive
0x82D774F8   killiconcar
0x82D77578   weapon_missing_image
0x82D775F8   compass_squad_attack
0x82D77678   compass_waypoint_second_chance
0x82D776F8   hud_scavenger_pickup
0x82D77778   hud_icon_wager_first
0x82D777F8   hud_icon_wager_second
0x82D77878   hud_icon_wager_third
0x82D778F8   hud_icon_wager_fourth
0x82D77978   perk_times_two
0x82D779F8   killstreak_null
0x82D77A78   thumbsdown
0x82D77AF8   veh_hud_target
0x82D77B78   demo_timeline_faded
0x82D77BF8   demo_timeline_solid
0x82D77C78   demo_timeline_arrow
0x82D77CF8   demo_timeline_bookmark
0x82D77D78   demo_stop
0x82D77DF8   demo_pause
0x82D77E78   demo_play
0x82D77EF8   demo_step
0x82D77F78   demo_forward_fast
0x82D77FF8   demo_forward_slow
0x82D78078   demo_button_outline
0x82D780F8   hud_obit_death_falling
0x82D78178   hud_obit_death_grenade_round
0x82D781F8   hud_obit_knife
0x82D78278   mtl_c_gen_facepaint_0
0x82D782F8   compass_objpoint_dogs_drop
0x82D78378   hud_ai_helicopter_drop
0x82D783F8   hud_ammo_refill_drop
0x82D78478   hud_heli_gunner_drop
0x82D784F8   hud_icon_air_airstrike_drop
0x82D78578   hud_icon_air_napalm_drop
0x82D785F8   hud_icon_counter_uav_drop
0x82D78678   hud_icon_rcbomb_drop
0x82D786F8   hud_icon_u2_spyplane_drop
0x82D78778   hud_ks_auto_turret_drop
0x82D787F8   hud_ks_auto_turret_marker_drop
0x82D78878   hud_ks_m202_drop
0x82D788F8   hud_ks_minigun_drop
0x82D78978   hud_ks_sam_turret_drop
0x82D789F8   hud_ks_sam_turret_marker_drop
0x82D78A78   hud_ks_spy_sat_drop
0x82D78AF8   hud_ks_tv_guided_marker_drop
0x82D78B78   hud_ks_tv_guided_missile_drop
0x82D78BF8   hud_mortarshell_drop
0x82D78C78   hud_mp40_drop
0x82D78CF8   hud_player_helicopter_drop
0x82D78D78   hud_supply_drop_drop
0x82D78DF8   killstreak_null_drop
0x82D78E78   waypoint_recon_artillery_strike_drop
0x82D78EF8   mtl_c_gen_facepaint_1
0x82D78F78   mtl_c_gen_facepaint_2
0x82D78FF8   mtl_c_gen_facepaint_3
0x82D79078   mtl_c_gen_facepaint_4
0x82D790F8   mtl_c_gen_facepaint_5
0x82D79178   mtl_c_gen_facepaint_6
0x82D791F8   mtl_c_gen_facepaint_7
0x82D79278   mtl_c_gen_facepaint_8
0x82D792F8   mtl_c_gen_facepaint_9
0x82D79378   mtl_c_gen_facepaint_10
0x82D793F8   mtl_c_gen_facepaint_11
0x82D79478   mtl_c_gen_facepaint_12
0x82D794F8   mtl_c_gen_facepaint_13
0x82D79578   mtl_c_gen_facepaint_14
0x82D795F8   mtl_c_gen_facepaint_15
0x82D79678   mtl_c_gen_facepaint_16
0x82D796F8   mtl_c_gen_facepaint_17
0x82D79778   mtl_c_gen_facepaint_18
0x82D797F8   mtl_c_gen_facepaint_19
0x82D79878   mtl_c_gen_facepaint_20
0x82D798F8   mtl_c_gen_facepaint_21
0x82D79978   mtl_c_gen_facepaint_22
0x82D799F8   mtl_c_gen_facepaint_23
0x82D79A78   mtl_c_gen_facepaint_24
0x82D79AF8   mtl_weapon_camo_gold_diffuse
0x82D79B78   mtl_weapon_camo_gold_specular
0x82D79BF8   mtl_weapon_camo_gold_env
0x82D79C78   mtl_weapon_acog_lens_red
0x82D79CF8   mtl_weapon_acog_lens_green
0x82D79D78   mtl_weapon_acog_lens_orange
0x82D79DF8   mtl_weapon_acog_lens_yellow
0x82D79E78   mtl_weapon_reticle01_reflexsight
0x82D79EF8   mtl_weapon_reticle02_reflexsight
0x82D79F78   mtl_weapon_reticle03_reflexsight
0x82D79FF8   mtl_weapon_reticle04_reflexsight
0x82D7A078   mtl_weapon_reticle_arrows01
0x82D7A0F8   mtl_weapon_reticle_arrows02
0x82D7A178   mtl_weapon_reticle_arrows03
0x82D7A1F8   mtl_weapon_reticle_bones
0x82D7A278   mtl_weapon_reticle_burst01
0x82D7A2F8   mtl_weapon_reticle_circles01
0x82D7A378   mtl_weapon_reticle_circles02
0x82D7A3F8   mtl_weapon_reticle_circles03
0x82D7A478   mtl_weapon_reticle_circles04
0x82D7A4F8   mtl_weapon_reticle_circles_lines01
0x82D7A578   mtl_weapon_reticle_circles_lines02
0x82D7A5F8   mtl_weapon_reticle_circles_lines03
0x82D7A678   mtl_weapon_reticle_circles_triangles01
0x82D7A6F8   mtl_weapon_reticle_circles_triangles02
0x82D7A778   mtl_weapon_reticle_cross01
0x82D7A7F8   mtl_weapon_reticle_cross02
0x82D7A878   mtl_weapon_reticle_cross03
0x82D7A8F8   mtl_weapon_reticle_cross04
0x82D7A978   mtl_weapon_reticle_cross05
0x82D7A9F8   mtl_weapon_reticle_diamond01
0x82D7AA78   mtl_weapon_reticle_diamond02
0x82D7AAF8   mtl_weapon_reticle_heart
0x82D7AB78   mtl_weapon_reticle_radiation
0x82D7ABF8   mtl_weapon_reticle_skull01
0x82D7AC78   mtl_weapon_reticle_square01
0x82D7ACF8   mtl_weapon_reticle_square02
0x82D7AD78   mtl_weapon_reticle_squares_cross01
0x82D7ADF8   mtl_weapon_reticle_star01
0x82D7AE78   mtl_weapon_reticle_theedots01
0x82D7AEF8   mtl_weapon_reticle_treyarch
0x82D7AF78   mtl_weapon_reticle_triangle01
0x82D7AFF8   mtl_weapon_reticle_triangle02
0x82D7B078   mtl_weapon_reticle_x01
0x82D7B0F8   mtl_weapon_reticle_x02
0x82D7B178   mtl_weapon_reticle_yinyang
0x82D7B1F8   mc/mtl_german_shepherd
0x82D7B278   mc/mtl_german_shepherd_fur
0x82D7B2F8   mc/mtl_german_shepherd_black
0x82D7B378   mc/mtl_german_shepherd_fur_black
0x82D7B3F8   Öx
0x82D7B478   $raw
0x82D7B4F8   code_warning_serverfps
0x82D7B578   code_warning_maxeffects
0x82D7B5F8   code_warning_models
0x82D7B678   code_warning_snapshotents
0x82D7B6F8   code_warning_soundcpu
0x82D7B778   code_warning_collision
0x82D7B7F8   glow_apply_sky_bleed
0x82D7B878   glow_setup
0x82D7B8F8   mc/mtl_fx_axis_createfx
0x82D7B978   menu_icon_invite_small
0x82D7B9F8   faction_128_marines
0x82D7BA78   faction_128_nva
0x82D7BAF8   mc/mtl_c_usa_sog_mp_pants_flak
0x82D7BB78   mc/mtl_c_usa_sog_mp_gear
0x82D7BBF8   mc/mtl_c_usa_sog_mp_jacket
0x82D7BC78   mc/mtl_c_usa_sog_mp_armor
0x82D7BCF8   mc/mtl_c_usa_sog_mp_gear4
0x82D7BD78   mc/mtl_c_usa_sog_mp_gear3
0x82D7BDF8   mc/mtl_viewmodel_usa_sog_sleeve
0x82D7BE78   mc/mtl_c_vtn_nva_mp_body_upper
0x82D7BEF8   mc/mtl_c_vtn_nva_mp_body_lower
0x82D7BF78   mc/mtl_c_vtn_nva_mp_arm
0x82D7BFF8   mc/mtl_c_vtn_nva_mp_armor
0x82D7C078   mc/mtl_c_vtn_nva_mp_gear
0x82D7C0F8   mc/mtl_viewmodel_vtn_nva_sleeve
0x82D7C178   mc/mtl_viewmodel_vtn_nva_camo_alpha
0x82D7C1F8   mc/mtl_c_usa_sog_mp_camo
0x82D7C278   mc/mtl_c_usa_sog_mp_camo_ghillie
0x82D7C2F8   mc/mtl_c_usa_sog_mp_gear2
0x82D7C378   mc/mtl_viewmodel_usa_sog_camo
0x82D7C3F8   mc/mtl_viewmodel_usa_sog_camo_alpha
0x82D7C478   mc/mtl_c_vtn_nva_mp_camo_ghillie
0x82D7C4F8   mc/mtl_c_vtn_nva_mp_camo
0x82D7C578   mc/mtl_c_vtn_nva_mp_gear_alpha
0x82D7C5F8   mc/mtl_viewmodel_vtn_nva_camo
0x82D7C678   mc/mtl_viewmodel_vtn_nva_camo_skin
0x82D7C6F8   mc/mtl_c_gen_arm_short_clean
0x82D7C778   mc/mtl_c_usa_sog_mp_gear5
0x82D7C7F8   mc/mtl_c_vtn_nva_mp_flak
0x82D7C878   mc/mtl_viewmodel_usa_jungmar_gloved
0x82D7C8F8   mc/mtl_viewmodel_usa_jungmar_gloved_skin
0x82D7C978   mc/mtl_c_mp_radio_brown
0x82D7C9F8   mc/mtl_c_vtn_nva_mp_body_upper2
0x82D7CA78   mc/mtl_gen_eye_cornea
0x82D7CAF8   mc/mtl_gen_eye_iris_blue
0x82D7CB78   mc/mtl_c_gen_insidemouth
0x82D7CBF8   mc/mtl_c_usa_sog_mp_head1
0x82D7CC78   mc/mtl_c_vtn_nva_mp_head1
0x82D7CCF8   mc/mtl_gen_eye_iris_brown
0x82D7CD78   mc/mtl_c_usa_sog_mp_head3
0x82D7CDF8   mc/mtl_c_vtn_nva_mp_head3
0x82D7CE78   mc/mtl_c_usa_sog_mp_head2
0x82D7CEF8   mc/mtl_c_vtn_nva_mp_head2
0x82D7CF78   mc/mtl_c_usa_sog_mp_head4
0x82D7CFF8   mc/mtl_c_vtn_nva_mp_head4
0x82D7D078   mc/mtl_c_usa_sog_mp_head5
0x82D7D0F8   mc/mtl_gen_eye_iris_darkbrown
0x82D7D178   mc/mtl_c_vtn_nva_mp_head5
0x82D7D1F8   mc/mtl_t5_veh_rcbomb_axis
0x82D7D278   gfx_fxt_smk_gen_z1_eo1
0x82D7D2F8   faction_128_specops
0x82D7D378   faction_128_spetsnaz
0x82D7D3F8   mc/mtl_c_gen_arm_clean
0x82D7D478   mc/mtl_c_usa_cia_mp_body3
0x82D7D4F8   mc/mtl_c_usa_cia_mp_armor
0x82D7D578   mc/mtl_c_usa_cia_mp_gear
0x82D7D5F8   mc/mtl_c_usa_cia_mp_gear2
0x82D7D678   mc/mtl_c_usa_cia_mp_gear5
0x82D7D6F8   mc/mtl_viewmodel_usa_cia_sleeve
0x82D7D778   mc/mtl_c_rus_spet_mp_armor
0x82D7D7F8   mc/mtl_c_rus_spet_mp_gear2
0x82D7D878   mc/mtl_c_rus_spet_mp_body1
0x82D7D8F8   mc/mtl_c_rus_spetznaz_gear1
0x82D7D978   mc/mtl_viewmodel_rus_spetsnaz_armor
0x82D7D9F8   mc/mtl_c_usa_cia_mp_camo_body
0x82D7DA78   mc/mtl_c_usa_cia_mp_gear3
0x82D7DAF8   mc/mtl_c_usa_cia_mp_gear4
0x82D7DB78   mc/mtl_viewmodel_usa_blackops_urban
0x82D7DBF8   mc/mtl_viewmodel_gen_watch_glass
0x82D7DC78   mc/mtl_viewmodel_usa_cia_camo
0x82D7DCF8   mc/mtl_viewmodel_usa_blackops_watch
